principal_component,M_M_M_Ce_n10_n20_l0,M_M_M_Ce_n10_n20_l1,M_M_M_Ce_n10_n20_l2,M_M_M_Ce_n10_n20_l3,M_M_M_Ce_n10_n20_l4,M_M_M_Ce_n10_n21_l0,M_M_M_Ce_n10_n21_l1,M_M_M_Ce_n10_n21_l2,M_M_M_Ce_n10_n21_l3,M_M_M_Ce_n10_n21_l4,M_M_M_Ce_n10_n22_l0,M_M_M_Ce_n10_n22_l1,M_M_M_Ce_n10_n22_l2,M_M_M_Ce_n10_n22_l3,M_M_M_Ce_n10_n22_l4,M_M_M_Ce_n10_n23_l0,M_M_M_Ce_n11_n20_l0,M_M_M_Ce_n11_n20_l1,M_M_M_Ce_n11_n20_l2,M_M_M_Ce_n11_n20_l3,M_M_M_Ce_n11_n20_l4,M_M_M_Ce_n12_n20_l0,M_M_M_Ce_n12_n20_l1,M_M_M_Ce_n12_n20_l2,M_M_M_Ce_n12_n20_l3,M_M_M_Ce_n12_n20_l4,M_M_M_Ce_n13_n20_l0
PC1,-0.058058,0.196349,-0.195976,0.195388,-0.196110,0.196163,-0.196029,0.195324,-0.196199,0.196163,-0.196029,0.195324,-0.196199,0.196163,-0.196029,0.195324,-0.195726,-0.195726,-0.195726,0.195619,0.195619,0.195619,0.195619,-0.195498,-0.195498,-0.195498,-0.195498
