principal_component,M-H_M_M_Ce_n10_n20_l0,M-H_M_M_Ce_n10_n20_l1,M-H_M_M_Ce_n10_n20_l2,M-H_M_M_Ce_n10_n20_l3,M-H_M_M_Ce_n10_n20_l4,M-H_M_M_Ce_n10_n21_l0,M-H_M_M_Ce_n10_n21_l1,M-H_M_M_Ce_n10_n21_l2,M-H_M_M_Ce_n10_n21_l3,M-H_M_M_Ce_n10_n21_l4,M-H_M_M_Ce_n10_n22_l0,M-H_M_M_Ce_n10_n22_l1,M-H_M_M_Ce_n10_n22_l2,M-H_M_M_Ce_n10_n22_l3,M-H_M_M_Ce_n10_n22_l4,M-H_M_M_Ce_n10_n23_l0,M-H_M_M_Ce_n11_n20_l0,M-H_M_M_Ce_n11_n20_l1,M-H_M_M_Ce_n11_n20_l2,M-H_M_M_Ce_n11_n20_l3,M-H_M_M_Ce_n11_n20_l4,M-H_M_M_Ce_n12_n20_l0,M-H_M_M_Ce_n12_n20_l1,M-H_M_M_Ce_n12_n20_l2,M-H_M_M_Ce_n12_n20_l3,M-H_M_M_Ce_n12_n20_l4,M-H_M_M_Ce_n13_n20_l0
PC1,-0.067021,0.196204,-0.195932,0.195020,-0.196039,0.195979,-0.195983,0.194947,-0.196068,0.195979,-0.195983,0.194947,-0.196068,0.195979,-0.195983,0.194947,-0.195652,-0.195652,-0.195652,0.195604,0.195604,0.195604,0.195604,-0.195528,-0.195528,-0.195528,-0.195528
