principal_component,M-2H_M_M_M_n10_n20_l0,M-2H_M_M_M_n10_n20_l1,M-2H_M_M_M_n10_n20_l2,M-2H_M_M_M_n10_n20_l3,M-2H_M_M_M_n10_n20_l4,M-2H_M_M_M_n10_n21_l0,M-2H_M_M_M_n10_n21_l1,M-2H_M_M_M_n10_n21_l2,M-2H_M_M_M_n10_n21_l3,M-2H_M_M_M_n10_n21_l4
PC1,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
