feature_group,original_feature,principal_component,contribution
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n21_l0_atom0,M-2H_H_O_M_atom0_PC9,0.055270
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n21_l1_atom0,M-2H_H_O_M_atom0_PC9,0.103849
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n21_l2_atom0,M-2H_H_O_M_atom0_PC9,-0.101442
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n21_l3_atom0,M-2H_H_O_M_atom0_PC9,0.187758
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n21_l4_atom0,M-2H_H_O_M_atom0_PC9,-0.037148
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n22_l0_atom0,M-2H_H_O_M_atom0_PC9,-0.093199
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n22_l1_atom0,M-2H_H_O_M_atom0_PC9,-0.005923
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n22_l2_atom0,M-2H_H_O_M_atom0_PC9,-0.168566
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n22_l3_atom0,M-2H_H_O_M_atom0_PC9,0.047977
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n22_l4_atom0,M-2H_H_O_M_atom0_PC9,0.054988
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n23_l0_atom0,M-2H_H_O_M_atom0_PC9,0.008949
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n23_l1_atom0,M-2H_H_O_M_atom0_PC9,0.107014
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n23_l2_atom0,M-2H_H_O_M_atom0_PC9,-0.047518
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n23_l3_atom0,M-2H_H_O_M_atom0_PC9,-0.126445
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n23_l4_atom0,M-2H_H_O_M_atom0_PC9,0.103034
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n20_l0_atom0,M-2H_H_O_M_atom0_PC9,-0.084822
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n20_l1_atom0,M-2H_H_O_M_atom0_PC9,0.051290
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n20_l2_atom0,M-2H_H_O_M_atom0_PC9,0.135150
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n20_l3_atom0,M-2H_H_O_M_atom0_PC9,-0.147658
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n20_l4_atom0,M-2H_H_O_M_atom0_PC9,0.101201
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n21_l0_atom0,M-2H_H_O_M_atom0_PC9,-0.041029
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n21_l1_atom0,M-2H_H_O_M_atom0_PC9,-0.069345
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n21_l2_atom0,M-2H_H_O_M_atom0_PC9,-0.136880
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n21_l3_atom0,M-2H_H_O_M_atom0_PC9,-0.110147
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n21_l4_atom0,M-2H_H_O_M_atom0_PC9,0.073511
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n22_l0_atom0,M-2H_H_O_M_atom0_PC9,0.034553
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n22_l1_atom0,M-2H_H_O_M_atom0_PC9,0.074385
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n22_l2_atom0,M-2H_H_O_M_atom0_PC9,-0.048259
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n22_l3_atom0,M-2H_H_O_M_atom0_PC9,0.092104
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n22_l4_atom0,M-2H_H_O_M_atom0_PC9,-0.078812
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n23_l0_atom0,M-2H_H_O_M_atom0_PC9,-0.101622
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n23_l1_atom0,M-2H_H_O_M_atom0_PC9,0.096035
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n23_l2_atom0,M-2H_H_O_M_atom0_PC9,-0.135520
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n23_l3_atom0,M-2H_H_O_M_atom0_PC9,0.131899
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n23_l4_atom0,M-2H_H_O_M_atom0_PC9,0.033880
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n20_l0_atom0,M-2H_H_O_M_atom0_PC9,-0.107637
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n20_l1_atom0,M-2H_H_O_M_atom0_PC9,0.104784
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n20_l2_atom0,M-2H_H_O_M_atom0_PC9,0.043417
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n20_l3_atom0,M-2H_H_O_M_atom0_PC9,-0.023796
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n20_l4_atom0,M-2H_H_O_M_atom0_PC9,0.431514
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n21_l0_atom0,M-2H_H_O_M_atom0_PC9,-0.330360
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n21_l1_atom0,M-2H_H_O_M_atom0_PC9,-0.319761
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n21_l2_atom0,M-2H_H_O_M_atom0_PC9,-0.145945
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n21_l3_atom0,M-2H_H_O_M_atom0_PC9,-0.026059
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n21_l4_atom0,M-2H_H_O_M_atom0_PC9,-0.004116
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n22_l0_atom0,M-2H_H_O_M_atom0_PC9,0.081804
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n22_l1_atom0,M-2H_H_O_M_atom0_PC9,0.048247
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n22_l2_atom0,M-2H_H_O_M_atom0_PC9,0.031010
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n22_l3_atom0,M-2H_H_O_M_atom0_PC9,-0.001513
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n22_l4_atom0,M-2H_H_O_M_atom0_PC9,-0.102834
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n23_l0_atom0,M-2H_H_O_M_atom0_PC9,0.047951
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n23_l1_atom0,M-2H_H_O_M_atom0_PC9,-0.088189
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n23_l2_atom0,M-2H_H_O_M_atom0_PC9,0.055124
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n23_l3_atom0,M-2H_H_O_M_atom0_PC9,0.109218
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n23_l4_atom0,M-2H_H_O_M_atom0_PC9,0.106828
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n20_l0_atom0,M-2H_H_O_M_atom0_PC9,0.018661
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n20_l1_atom0,M-2H_H_O_M_atom0_PC9,-0.024164
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n20_l2_atom0,M-2H_H_O_M_atom0_PC9,0.002221
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n20_l3_atom0,M-2H_H_O_M_atom0_PC9,-0.134668
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n20_l4_atom0,M-2H_H_O_M_atom0_PC9,-0.009269
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n21_l0_atom0,M-2H_H_O_M_atom0_PC9,-0.019323
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n21_l1_atom0,M-2H_H_O_M_atom0_PC9,0.055671
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n21_l2_atom0,M-2H_H_O_M_atom0_PC9,0.043709
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n21_l3_atom0,M-2H_H_O_M_atom0_PC9,0.016390
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n21_l4_atom0,M-2H_H_O_M_atom0_PC9,0.013511
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n22_l0_atom0,M-2H_H_O_M_atom0_PC9,-0.084324
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n22_l1_atom0,M-2H_H_O_M_atom0_PC9,0.124721
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n22_l2_atom0,M-2H_H_O_M_atom0_PC9,-0.038483
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n22_l3_atom0,M-2H_H_O_M_atom0_PC9,0.012696
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n22_l4_atom0,M-2H_H_O_M_atom0_PC9,0.056423
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n23_l0_atom0,M-2H_H_O_M_atom0_PC9,-0.006735
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n23_l1_atom0,M-2H_H_O_M_atom0_PC9,-0.090232
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n23_l2_atom0,M-2H_H_O_M_atom0_PC9,0.063323
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n23_l3_atom0,M-2H_H_O_M_atom0_PC9,0.141505
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n23_l4_atom0,M-2H_H_O_M_atom0_PC9,0.032000
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n20_l0_atom0,M-2H_H_O_M_atom0_PC10,0.021523
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n20_l1_atom0,M-2H_H_O_M_atom0_PC10,-0.003446
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n20_l2_atom0,M-2H_H_O_M_atom0_PC10,-0.054148
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n20_l3_atom0,M-2H_H_O_M_atom0_PC10,0.058204
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n20_l4_atom0,M-2H_H_O_M_atom0_PC10,-0.031464
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n21_l0_atom0,M-2H_H_O_M_atom0_PC10,0.010848
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n21_l1_atom0,M-2H_H_O_M_atom0_PC10,0.043205
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n21_l2_atom0,M-2H_H_O_M_atom0_PC10,-0.050781
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n21_l3_atom0,M-2H_H_O_M_atom0_PC10,-0.023213
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n21_l4_atom0,M-2H_H_O_M_atom0_PC10,0.033352
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n22_l0_atom0,M-2H_H_O_M_atom0_PC10,-0.006920
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n22_l1_atom0,M-2H_H_O_M_atom0_PC10,-0.086565
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n22_l2_atom0,M-2H_H_O_M_atom0_PC10,0.025084
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n22_l3_atom0,M-2H_H_O_M_atom0_PC10,-0.028056
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n22_l4_atom0,M-2H_H_O_M_atom0_PC10,0.016377
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n23_l0_atom0,M-2H_H_O_M_atom0_PC10,0.015869
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n23_l1_atom0,M-2H_H_O_M_atom0_PC10,-0.039090
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n23_l2_atom0,M-2H_H_O_M_atom0_PC10,0.034745
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n23_l3_atom0,M-2H_H_O_M_atom0_PC10,-0.127927
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n23_l4_atom0,M-2H_H_O_M_atom0_PC10,0.200864
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n20_l0_atom0,M-2H_H_O_M_atom0_PC10,0.061816
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n20_l1_atom0,M-2H_H_O_M_atom0_PC10,-0.041792
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n20_l2_atom0,M-2H_H_O_M_atom0_PC10,0.175690
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n20_l3_atom0,M-2H_H_O_M_atom0_PC10,-0.236738
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n20_l4_atom0,M-2H_H_O_M_atom0_PC10,-0.010926
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n21_l0_atom0,M-2H_H_O_M_atom0_PC10,-0.007656
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n21_l1_atom0,M-2H_H_O_M_atom0_PC10,0.021157
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n21_l2_atom0,M-2H_H_O_M_atom0_PC10,0.088360
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n21_l3_atom0,M-2H_H_O_M_atom0_PC10,0.025572
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n21_l4_atom0,M-2H_H_O_M_atom0_PC10,-0.003332
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n22_l0_atom0,M-2H_H_O_M_atom0_PC10,0.006268
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n22_l1_atom0,M-2H_H_O_M_atom0_PC10,-0.191839
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n22_l2_atom0,M-2H_H_O_M_atom0_PC10,0.025588
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n22_l3_atom0,M-2H_H_O_M_atom0_PC10,-0.001578
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n22_l4_atom0,M-2H_H_O_M_atom0_PC10,-0.061693
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n23_l0_atom0,M-2H_H_O_M_atom0_PC10,0.032118
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n23_l1_atom0,M-2H_H_O_M_atom0_PC10,0.020639
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n23_l2_atom0,M-2H_H_O_M_atom0_PC10,-0.038267
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n23_l3_atom0,M-2H_H_O_M_atom0_PC10,0.097577
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n23_l4_atom0,M-2H_H_O_M_atom0_PC10,-0.109686
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n20_l0_atom0,M-2H_H_O_M_atom0_PC10,0.074937
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n20_l1_atom0,M-2H_H_O_M_atom0_PC10,-0.060272
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n20_l2_atom0,M-2H_H_O_M_atom0_PC10,-0.039802
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n20_l3_atom0,M-2H_H_O_M_atom0_PC10,-0.007332
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n20_l4_atom0,M-2H_H_O_M_atom0_PC10,-0.120443
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n21_l0_atom0,M-2H_H_O_M_atom0_PC10,0.135828
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n21_l1_atom0,M-2H_H_O_M_atom0_PC10,0.015889
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n21_l2_atom0,M-2H_H_O_M_atom0_PC10,-0.121345
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n21_l3_atom0,M-2H_H_O_M_atom0_PC10,-0.014301
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n21_l4_atom0,M-2H_H_O_M_atom0_PC10,0.015886
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n22_l0_atom0,M-2H_H_O_M_atom0_PC10,-0.002733
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n22_l1_atom0,M-2H_H_O_M_atom0_PC10,0.068722
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n22_l2_atom0,M-2H_H_O_M_atom0_PC10,0.001330
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n22_l3_atom0,M-2H_H_O_M_atom0_PC10,-0.003924
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n22_l4_atom0,M-2H_H_O_M_atom0_PC10,-0.036328
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n23_l0_atom0,M-2H_H_O_M_atom0_PC10,0.166536
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n23_l1_atom0,M-2H_H_O_M_atom0_PC10,0.127341
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n23_l2_atom0,M-2H_H_O_M_atom0_PC10,-0.113669
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n23_l3_atom0,M-2H_H_O_M_atom0_PC10,-0.101811
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n23_l4_atom0,M-2H_H_O_M_atom0_PC10,-0.093155
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n20_l0_atom0,M-2H_H_O_M_atom0_PC10,-0.251795
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n20_l1_atom0,M-2H_H_O_M_atom0_PC10,0.228097
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n20_l2_atom0,M-2H_H_O_M_atom0_PC10,0.176780
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n20_l3_atom0,M-2H_H_O_M_atom0_PC10,0.328823
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n20_l4_atom0,M-2H_H_O_M_atom0_PC10,-0.017939
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n21_l0_atom0,M-2H_H_O_M_atom0_PC10,0.019414
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n21_l1_atom0,M-2H_H_O_M_atom0_PC10,-0.021513
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n21_l2_atom0,M-2H_H_O_M_atom0_PC10,0.104237
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n21_l3_atom0,M-2H_H_O_M_atom0_PC10,-0.012754
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n21_l4_atom0,M-2H_H_O_M_atom0_PC10,0.014821
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n22_l0_atom0,M-2H_H_O_M_atom0_PC10,-0.022994
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n22_l1_atom0,M-2H_H_O_M_atom0_PC10,0.123637
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n22_l2_atom0,M-2H_H_O_M_atom0_PC10,0.121437
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n22_l3_atom0,M-2H_H_O_M_atom0_PC10,-0.114408
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n22_l4_atom0,M-2H_H_O_M_atom0_PC10,-0.117569
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n23_l0_atom0,M-2H_H_O_M_atom0_PC10,-0.091323
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n23_l1_atom0,M-2H_H_O_M_atom0_PC10,-0.255285
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n23_l2_atom0,M-2H_H_O_M_atom0_PC10,0.239112
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n23_l3_atom0,M-2H_H_O_M_atom0_PC10,0.218561
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n23_l4_atom0,M-2H_H_O_M_atom0_PC10,0.324531
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n20_l0_atom0,M-2H_H_O_M_atom0_PC11,-0.017365
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n20_l1_atom0,M-2H_H_O_M_atom0_PC11,0.074452
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n20_l2_atom0,M-2H_H_O_M_atom0_PC11,-0.183855
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n20_l3_atom0,M-2H_H_O_M_atom0_PC11,0.088905
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n20_l4_atom0,M-2H_H_O_M_atom0_PC11,0.000781
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n21_l0_atom0,M-2H_H_O_M_atom0_PC11,-0.054125
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n21_l1_atom0,M-2H_H_O_M_atom0_PC11,0.161758
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n21_l2_atom0,M-2H_H_O_M_atom0_PC11,-0.083725
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n21_l3_atom0,M-2H_H_O_M_atom0_PC11,0.109970
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n21_l4_atom0,M-2H_H_O_M_atom0_PC11,0.005887
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n22_l0_atom0,M-2H_H_O_M_atom0_PC11,-0.116250
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n22_l1_atom0,M-2H_H_O_M_atom0_PC11,0.071051
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n22_l2_atom0,M-2H_H_O_M_atom0_PC11,-0.039733
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n22_l3_atom0,M-2H_H_O_M_atom0_PC11,-0.043418
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n22_l4_atom0,M-2H_H_O_M_atom0_PC11,0.099093
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n23_l0_atom0,M-2H_H_O_M_atom0_PC11,-0.050746
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n23_l1_atom0,M-2H_H_O_M_atom0_PC11,0.137977
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n23_l2_atom0,M-2H_H_O_M_atom0_PC11,-0.050173
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n23_l3_atom0,M-2H_H_O_M_atom0_PC11,-0.015220
M-2H_H_O_M_atom0,M-2H_H_O_M_n10_n23_l4_atom0,M-2H_H_O_M_atom0_PC11,-0.198724
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n20_l0_atom0,M-2H_H_O_M_atom0_PC11,-0.186754
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n20_l1_atom0,M-2H_H_O_M_atom0_PC11,0.096511
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n20_l2_atom0,M-2H_H_O_M_atom0_PC11,-0.088428
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n20_l3_atom0,M-2H_H_O_M_atom0_PC11,0.248654
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n20_l4_atom0,M-2H_H_O_M_atom0_PC11,0.013745
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n21_l0_atom0,M-2H_H_O_M_atom0_PC11,0.023599
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n21_l1_atom0,M-2H_H_O_M_atom0_PC11,-0.109202
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n21_l2_atom0,M-2H_H_O_M_atom0_PC11,0.081420
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n21_l3_atom0,M-2H_H_O_M_atom0_PC11,-0.032278
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n21_l4_atom0,M-2H_H_O_M_atom0_PC11,0.007169
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n22_l0_atom0,M-2H_H_O_M_atom0_PC11,0.037639
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n22_l1_atom0,M-2H_H_O_M_atom0_PC11,0.022598
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n22_l2_atom0,M-2H_H_O_M_atom0_PC11,-0.044842
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n22_l3_atom0,M-2H_H_O_M_atom0_PC11,0.083716
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n22_l4_atom0,M-2H_H_O_M_atom0_PC11,-0.002150
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n23_l0_atom0,M-2H_H_O_M_atom0_PC11,-0.241027
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n23_l1_atom0,M-2H_H_O_M_atom0_PC11,-0.074969
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n23_l2_atom0,M-2H_H_O_M_atom0_PC11,0.045889
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n23_l3_atom0,M-2H_H_O_M_atom0_PC11,-0.125617
M-2H_H_O_M_atom0,M-2H_H_O_M_n11_n23_l4_atom0,M-2H_H_O_M_atom0_PC11,0.461371
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n20_l0_atom0,M-2H_H_O_M_atom0_PC11,-0.072668
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n20_l1_atom0,M-2H_H_O_M_atom0_PC11,0.088576
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n20_l2_atom0,M-2H_H_O_M_atom0_PC11,-0.016289
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n20_l3_atom0,M-2H_H_O_M_atom0_PC11,0.044083
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n20_l4_atom0,M-2H_H_O_M_atom0_PC11,-0.065059
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n21_l0_atom0,M-2H_H_O_M_atom0_PC11,0.081151
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n21_l1_atom0,M-2H_H_O_M_atom0_PC11,-0.084300
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n21_l2_atom0,M-2H_H_O_M_atom0_PC11,0.069206
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n21_l3_atom0,M-2H_H_O_M_atom0_PC11,-0.043337
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n21_l4_atom0,M-2H_H_O_M_atom0_PC11,0.048211
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n22_l0_atom0,M-2H_H_O_M_atom0_PC11,0.022907
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n22_l1_atom0,M-2H_H_O_M_atom0_PC11,-0.082260
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n22_l2_atom0,M-2H_H_O_M_atom0_PC11,0.046287
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n22_l3_atom0,M-2H_H_O_M_atom0_PC11,-0.047817
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n22_l4_atom0,M-2H_H_O_M_atom0_PC11,0.023604
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n23_l0_atom0,M-2H_H_O_M_atom0_PC11,-0.216218
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n23_l1_atom0,M-2H_H_O_M_atom0_PC11,-0.028226
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n23_l2_atom0,M-2H_H_O_M_atom0_PC11,0.045825
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n23_l3_atom0,M-2H_H_O_M_atom0_PC11,-0.018927
M-2H_H_O_M_atom0,M-2H_H_O_M_n12_n23_l4_atom0,M-2H_H_O_M_atom0_PC11,-0.137881
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n20_l0_atom0,M-2H_H_O_M_atom0_PC11,-0.123911
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n20_l1_atom0,M-2H_H_O_M_atom0_PC11,0.108680
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n20_l2_atom0,M-2H_H_O_M_atom0_PC11,0.126569
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n20_l3_atom0,M-2H_H_O_M_atom0_PC11,0.090073
M-2H_H_O_M_atom0,M-2H_H_O_M_n13_n20_l4_atom0,M-2H_H_O_M_atom0_PC11,0.068331
