principal_component,M_M_M_M_n10_n20_l0,M_M_M_M_n10_n20_l1,M_M_M_M_n10_n20_l2,M_M_M_M_n10_n20_l3,M_M_M_M_n10_n20_l4,M_M_M_M_n10_n21_l0,M_M_M_M_n10_n21_l1,M_M_M_M_n10_n21_l2,M_M_M_M_n10_n21_l3,M_M_M_M_n10_n21_l4
PC1,0.659689,0.659689,0.000000,0.082461,0.329844,0.082461,0.082461,0.000000,0.020615,0.000000
