principal_component,M-2H_M_M_Ce_n10_n20_l0,M-2H_M_M_Ce_n10_n20_l1,M-2H_M_M_Ce_n10_n20_l2,M-2H_M_M_Ce_n10_n20_l3,M-2H_M_M_Ce_n10_n20_l4,M-2H_M_M_Ce_n10_n21_l0,M-2H_M_M_Ce_n10_n21_l1,M-2H_M_M_Ce_n10_n21_l2,M-2H_M_M_Ce_n10_n21_l3,M-2H_M_M_Ce_n10_n21_l4,M-2H_M_M_Ce_n10_n22_l0,M-2H_M_M_Ce_n10_n22_l1,M-2H_M_M_Ce_n10_n22_l2,M-2H_M_M_Ce_n10_n22_l3,M-2H_M_M_Ce_n10_n22_l4,M-2H_M_M_Ce_n10_n23_l0,M-2H_M_M_Ce_n11_n20_l0,M-2H_M_M_Ce_n11_n20_l1,M-2H_M_M_Ce_n11_n20_l2,M-2H_M_M_Ce_n11_n20_l3,M-2H_M_M_Ce_n11_n20_l4,M-2H_M_M_Ce_n12_n20_l0,M-2H_M_M_Ce_n12_n20_l1,M-2H_M_M_Ce_n12_n20_l2,M-2H_M_M_Ce_n12_n20_l3,M-2H_M_M_Ce_n12_n20_l4,M-2H_M_M_Ce_n13_n20_l0
PC1,-0.051705,0.196992,-0.196190,0.195504,-0.196697,0.196270,-0.196317,0.195387,-0.196359,0.196270,-0.196317,0.195387,-0.196359,0.196270,-0.196317,0.195387,-0.195656,-0.195656,-0.195656,0.195485,0.195485,0.195485,0.195485,-0.195312,-0.195312,-0.195312,-0.195312
