Feature,Importance
M-2H_M_Ce_Ce_PC2,0.004137847812536931
M-2H_M_H_O_PC8,0.003997402687799355
M-2H_H_H_O_atom1_PC7,0.003951196598593822
M-2H_M_H_O_PC7,0.00380249149233391
M-H_H_H_O_PC2,0.0037836224972548444
M-2H_H_H_M_atom1_PC9,0.00373837814283066
M-H_H_O_O_PC5,0.003661317372239169
M-H_M_O_Ce_PC4,0.003645421108611074
M-H_H_H_M_PC1,0.0035766188257412694
M-2H_H_M_Ce_atom0_PC2,0.0035554132799842262
M-2H_H_H_O_atom1_PC10,0.0035067333422770805
M-H_M_H_Ce_PC5,0.003472360294819134
M-2H_H_H_O_atom1_PC5,0.0032774844532069336
M-2H_H_Ce_Ce_atom1_PC2,0.0032578176933985435
M-2H_H_H_O_atom1_PC9,0.0032383465632568284
M-2H_H_O_O_atom1_PC3,0.0032075613917285643
M-2H_H_O_M_atom1_PC1,0.003155948200209722
M-H_H_O_Ce_PC1,0.0030946493812663524
M-2H_H_H_O_atom0_PC12,0.0030754934551908294
M_M_O_Ce_PC3,0.0029982682158135585
M-2H_H_O_Ce_atom0_PC2,0.0029956398956792344
M-2H_H_H_O_atom1_PC2,0.0029502963313261434
M-2H_M_Ce_Ce_PC1,0.002898368207767212
M-2H_M_H_H_PC2,0.0028631925846671676
M-2H_H_O_O_atom0_PC7,0.002860382802297211
M-2H_H_O_M_atom0_PC8,0.002849412500002595
M-H_H_O_O_PC2,0.002843864683646924
M-2H_M_O_Ce_PC3,0.0028369441299376194
M-2H_H_O_M_atom1_PC5,0.0028164604022520327
M-2H_H_H_Ce_atom0_PC1,0.002798152232213506
M-2H_H_O_M_atom1_PC6,0.0027782080765954755
M-2H_H_O_O_atom0_PC4,0.002759406071390247
M-2H_H_H_O_atom0_PC10,0.002698369289082381
M-2H_M_H_Ce_PC2,0.002697920303639313
M_M_O_O_PC3,0.00262220078177881
M-2H_H_H_M_atom0_PC5,0.0025868650473430156
M-2H_H_O_Ce_atom1_PC2,0.002578399130726099
Group,0.002562528955832679
M_M_O_Ce_PC1,0.002559257621413432
M-H_H_O_O_PC3,0.0025549379574039714
M-2H_H_O_M_atom1_PC7,0.002545802731110796
M-H_H_H_Ce_PC1,0.0025450979972180734
M-2H_H_H_H_atom0_PC1,0.0025213875074714654
M-2H_H_H_M_atom1_PC2,0.002486953990343448
Valence_Electrons,0.002484506712448217
M-2H_H_H_M_atom0_PC9,0.0024451829673097355
M-2H_H_H_O_atom1_PC11,0.002435514976230516
M-2H_H_H_O_atom0_PC9,0.0024245233160172745
M-2H_H_H_M_atom0_PC10,0.002420418257248386
M_M_O_M_PC1,0.002395233935086272
M-2H_H_O_M_atom1_PC3,0.002348230430237605
M-H_H_O_M_PC6,0.002334171233390937
M-2H_H_H_Ce_atom0_PC7,0.0023318118213911665
M-2H_M_O_O_PC2,0.0023297570699997512
M-2H_M_H_M_PC1,0.0023234889590053468
M-H_M_H_H_PC1,0.002316521409359841
M-2H_H_H_O_atom0_PC5,0.00227447282006344
M-2H_H_H_Ce_atom0_PC6,0.002267733975513842
M-2H_H_O_O_atom0_PC6,0.0022627053127819647
M-H_M_Ce_Ce_PC3,0.0022528748330925713
M-2H_M_H_Ce_PC5,0.0022108702602934164
M-H_M_H_O_PC6,0.0021969557198598397
M-H_M_H_M_PC1,0.002174209079345308
M-2H_H_M_Ce_atom0_PC10,0.0021551099989633293
M-2H_H_O_Ce_atom0_PC5,0.0021534284150278907
M-2H_H_O_M_atom0_PC5,0.002152534780862176
M-2H_M_H_H_PC4,0.00214907448370434
M-H_M_O_O_PC2,0.0021173222763672082
M-2H_H_M_M_atom0_PC2,0.0021149050039019177
M-2H_H_H_M_atom1_PC8,0.002095760268962543
M-2H_H_O_M_atom0_PC4,0.0020310427590922208
M-H_M_H_O_PC4,0.002022986879579622
First_Ionization_Energy,0.0019857547824988406
M-H_M_H_O_PC2,0.001971549915348598
M-H_H_O_Ce_PC2,0.00196866241881183
M-2H_H_H_Ce_atom0_PC8,0.00193645764227771
M-2H_H_M_Ce_atom0_PC1,0.0019355990350687466
M-H_H_O_Ce_PC4,0.0019326345344790844
M-H_M_O_O_PC4,0.0019293189626620165
M-H_M_Ce_Ce_PC4,0.001913317032880976
M-H_H_O_M_PC4,0.0019128077606043524
M-2H_H_H_H_atom1_PC1,0.001885548338652922
M-2H_H_H_O_atom0_PC8,0.0018836450584927712
M-2H_H_H_M_atom0_PC8,0.0018823181388831285
M-2H_M_H_O_PC12,0.001829811959020506
M-H_H_M_Ce_PC2,0.0017975298240666088
M-2H_M_O_Ce_PC1,0.0017908382978670686
M-2H_H_O_M_atom0_PC3,0.0017835341331490387
M-2H_M_O_O_PC3,0.0017750578299368638
M-2H_H_H_M_atom0_PC4,0.0017727107029618318
M-2H_M_O_O_PC5,0.0017426595431756973
M-H_M_O_M_PC1,0.0017341576620777273
M-H_H_M_Ce_PC1,0.0017295765057187512
M-2H_M_H_O_PC6,0.0017263894279098942
M-2H_M_O_M_PC1,0.001710643818911127
M-2H_H_H_M_atom1_PC5,0.0017074286878399243
M-2H_M_H_O_PC5,0.0016911090143246154
M-H_H_O_M_PC3,0.001684708639357831
Covalent_Radius,0.0016823704525595474
M-2H_H_M_Ce_atom1_PC6,0.0016745649651069621
M-H_H_M_M_PC2,0.0016720818673297728
M-2H_M_Ce_Ce_PC4,0.0016501867455021126
M_M_Ce_Ce_PC4,0.0016399711350368888
M-2H_H_O_Ce_atom1_PC3,0.001627991622989014
M-2H_H_H_M_atom0_PC3,0.0016260333858982624
M-H_H_H_Ce_PC2,0.0016245591978269517
M-2H_H_H_O_atom1_PC3,0.0016040388692869316
M-H_H_O_Ce_PC5,0.0015976855588788871
M-2H_H_O_Ce_atom0_PC8,0.0015881154915623732
M_M_O_Ce_PC2,0.001568156296187435
M-2H_H_H_Ce_atom1_PC6,0.0015640600869614998
M-2H_H_H_M_atom1_PC7,0.001518879664225594
M-2H_M_H_O_PC9,0.0014965873178024844
M-H_H_O_Ce_PC3,0.001484709002605039
M-H_H_Ce_Ce_PC1,0.0014789714288134157
M-H_M_O_Ce_PC5,0.0014688604572535163
M-2H_H_H_M_atom1_PC6,0.0014669095750604634
M_M_Ce_Ce_PC1,0.001466515685074453
M-2H_H_H_M_atom0_PC1,0.0014478534221395974
M-H_H_M_Ce_PC4,0.0014427399834464937
M-2H_M_O_Ce_PC5,0.0014372699192970572
M-2H_H_M_Ce_atom0_PC8,0.0014348988940390424
M-2H_H_M_Ce_atom0_PC7,0.0014277646771583496
M_M_Ce_Ce_PC3,0.0014244749235189297
M-2H_H_M_Ce_atom1_PC5,0.0014204237067332744
M-H_M_H_Ce_PC2,0.001355674400848876
M-2H_H_M_Ce_atom0_PC4,0.0013425944711658894
M-2H_H_H_O_atom0_PC11,0.0013380343444156651
M-H_M_O_O_PC6,0.0013155289542108376
M-H_H_Ce_Ce_PC3,0.0013129966431814357
M-2H_M_H_Ce_PC4,0.00128475986971382
M-H_H_O_M_PC5,0.0012741763716650062
M_M_O_Ce_PC5,0.0012690735847808983
M-2H_H_O_O_atom1_PC6,0.0012674832120173065
M-2H_H_H_H_atom0_PC2,0.0012641533287306545
M-H_M_H_O_PC8,0.0012618925973009254
M-2H_H_M_Ce_atom1_PC1,0.001238580271067878
M-2H_H_H_Ce_atom1_PC7,0.0012382098857924686
M-H_M_H_H_PC2,0.0012352521178274416
M-2H_H_H_Ce_atom1_PC3,0.0012323200558962456
M-2H_M_Ce_Ce_PC3,0.001225013846549969
M-2H_H_O_M_atom0_PC11,0.0012007821524424723
M-2H_H_H_O_atom1_PC6,0.0011998786517919613
M-2H_H_M_Ce_atom1_PC4,0.0011992084963991373
M-2H_M_H_O_PC11,0.001187672834239969
M-2H_M_H_O_PC2,0.0011866439886140615
M-H_M_H_O_PC7,0.0011664165122659165
M-H_M_H_Ce_PC3,0.0011660230292935875
M-2H_M_O_Ce_PC2,0.0011605032474827882
M-2H_H_H_O_atom1_PC8,0.0011573523735783284
M-2H_M_H_O_PC4,0.00114159151163778
M-2H_M_O_O_PC7,0.0011351736162160157
M-2H_H_O_M_atom0_PC9,0.0011267323555852885
M-2H_H_H_O_atom0_PC13,0.0010706090770344016
M-2H_H_Ce_Ce_atom1_PC1,0.0010642811682048856
M-2H_H_O_M_atom1_PC4,0.0010628899425280925
M-2H_H_H_H_atom1_PC3,0.0010516348178511196
M-2H_H_H_Ce_atom1_PC2,0.0010472930814737088
M-H_H_O_M_PC2,0.0010464676956427564
M-2H_M_O_O_PC6,0.0010395572323249583
M-2H_M_O_Ce_PC6,0.0010212417952216203
M-2H_H_M_M_atom0_PC3,0.000994902374419451
M-2H_H_H_O_atom1_PC4,0.000983136143868013
M-H_M_O_O_PC3,0.0009715704953033269
M-2H_H_M_Ce_atom0_PC11,0.0009308934143597133
M-2H_H_H_M_atom1_PC4,0.0009209600035972335
M-2H_H_H_O_atom0_PC6,0.0009021002880710967
M-2H_H_H_Ce_atom0_PC4,0.0009019639556030521
M-H_H_Ce_Ce_PC2,0.0008761832216233988
M-2H_H_M_Ce_atom0_PC3,0.0008716253300001082
M-2H_H_H_Ce_atom0_PC5,0.0008704331996637775
M-H_H_M_Ce_PC3,0.0008658290923615397
M-2H_H_H_M_atom1_PC3,0.0008355615569436489
M-2H_M_H_Ce_PC6,0.0008212874729159828
M-2H_H_H_M_atom0_PC11,0.0007988341340920458
M_M_O_O_PC2,0.0007960743431417797
M-2H_H_H_Ce_atom0_PC2,0.0007863383863270949
M-2H_H_O_M_atom1_PC2,0.0007821445634340389
M-H_H_O_O_PC1,0.0007682138421577416
M-H_M_H_M_PC2,0.0007510132738599888
M-2H_H_H_H_atom1_PC2,0.0007454729730569971
M_M_O_O_PC6,0.0006959068262142169
M-2H_H_M_Ce_atom0_PC5,0.0006847880831419656
M-2H_H_O_M_atom1_PC8,0.0006759078480292933
M-2H_H_H_Ce_atom1_PC5,0.0006749690165714909
Atomic_Radius,0.0006578708200139291
Second_Ionization_Energy,0.0006509277552921884
M-H_M_Ce_Ce_PC1,0.0006501458441961896
M-2H_H_M_Ce_atom0_PC9,0.0006297551301038133
M-2H_M_M_Ce_PC1,0.0006102458166546357
M-H_M_O_Ce_PC3,0.0006094207185042893
M_M_O_O_PC5,0.0005974434873723492
M-H_H_H_M_PC2,0.0005955395156968382
M-2H_M_H_H_PC5,0.0005683364092959674
M-2H_H_H_H_atom0_PC3,0.0005648386974087576
M-2H_H_H_M_atom0_PC6,0.0005537884403685959
M-2H_H_H_Ce_atom0_PC9,0.0004941148408667136
M-2H_H_M_Ce_atom1_PC3,0.0004922564230910732
M-2H_H_M_M_atom1_PC1,0.0004708277150408447
M-H_M_M_Ce_PC1,0.0004699990564676974
M-2H_H_M_M_atom1_PC2,0.0004664653719748445
M-2H_H_O_Ce_atom0_PC7,0.0004481093158008949
M-2H_H_M_Ce_atom1_PC2,0.0004074693371126675
M-2H_H_M_M_atom1_PC3,0.00040652583995159767
M-2H_H_H_O_atom1_PC1,0.0003814338643915161
M-H_M_H_Ce_PC4,0.00036647538773680767
Period,0.00035292169736108106
M_M_M_Ce_PC1,0.00032444045696590316
Electron_Shells,0.0002821710705148675
M-2H_M_M_M_PC1,0.0
M-H_M_M_M_PC1,0.0
M_M_M_M_PC1,0.0
M-H_H_H_H_PC1,0.0
