Feature,Importance
M-H_M_H_Ce_n12_n22_l1,0.15283832693758936
M-H_M_O_O_n10_n23_l4,0.06651073790953671
M-H_M_H_Ce_n11_n22_l3,0.06309809511948439
M-H_M_H_Ce_n11_n23_l0,0.05938349327167118
M-H_M_H_O_n12_n22_l1,0.045097205045319014
M-H_M_H_Ce_n12_n23_l4,0.03612773599189254
M-H_M_H_O_n13_n20_l4,0.0340045958040474
M-H_M_H_Ce_n13_n22_l4,0.03394155089899107
M-H_M_H_Ce_n12_n22_l4,0.033477936333549896
M-H_M_H_O_n12_n21_l1,0.03284502080380972
M-H_M_H_Ce_n10_n20_l3,0.03209565780211432
M-H_M_H_Ce_n11_n22_l4,0.028225925327773727
M-H_M_H_Ce_n13_n21_l2,0.020748641874614122
M-H_M_H_O_n13_n22_l2,0.019491542779053354
M-H_M_H_H_n11_n23_l3,0.012634545457038942
M-H_M_H_O_n11_n23_l3,0.011575329874474696
M-H_M_H_Ce_n11_n21_l1,0.011535007617210167
M-H_M_H_H_n11_n22_l1,0.011283558562732159
M-H_M_O_O_n13_n23_l0,0.01090794936869857
M-H_M_H_Ce_n10_n20_l1,0.010786605069231611
M-H_M_O_O_n12_n23_l4,0.010682295961760497
M-H_M_H_Ce_n10_n20_l2,0.010337828326844486
M-H_M_H_O_n13_n21_l2,0.009699232799854835
M-H_M_H_M_n10_n20_l0,0.00948400760518085
M-H_M_H_Ce_n13_n22_l3,0.009302638864231928
M-H_M_H_O_n12_n22_l3,0.009162681358557011
M-H_M_O_O_n10_n22_l0,0.008436637616980637
M-H_M_H_Ce_n12_n21_l0,0.008271723760049901
M-H_M_H_Ce_n10_n22_l4,0.008141722935773284
M-H_M_H_Ce_n10_n21_l1,0.008073592945354719
M-H_M_H_H_n10_n23_l0,0.007675482391411818
M-H_M_H_Ce_n10_n20_l0,0.007454441135705744
M-H_M_H_Ce_n12_n21_l1,0.007333729092856685
M-H_M_H_O_n11_n22_l4,0.006570345019576288
M-H_M_O_O_n11_n23_l0,0.00653711221590999
M-H_M_H_H_n10_n20_l4,0.006457602807331807
M-H_M_H_Ce_n10_n23_l4,0.006264759750428719
M-H_M_H_O_n11_n21_l2,0.006254589503246961
M-H_M_H_M_n10_n20_l4,0.006050789130001154
M-H_M_O_O_n10_n21_l0,0.005913196485193675
M-H_M_H_O_n13_n20_l0,0.00586372161395995
M-H_M_H_Ce_n13_n23_l0,0.00532658066472259
M-H_M_H_O_n10_n21_l2,0.005270423145558883
M-H_M_H_O_n12_n21_l3,0.0052254805362783084
M-H_M_H_Ce_n12_n20_l0,0.005186412183721652
M-H_M_H_Ce_n12_n21_l4,0.005172678169239525
M-H_M_H_H_n10_n20_l0,0.005140860551790932
M-H_M_H_H_n10_n22_l1,0.004850588343898832
M-H_M_H_O_n12_n20_l3,0.004779910227464629
M-H_M_H_O_n11_n23_l0,0.004761620600963505
M-H_M_H_O_n10_n21_l1,0.00474651946294623
M-H_M_H_H_n11_n21_l1,0.00468405850102146
M-H_M_H_Ce_n10_n21_l4,0.0046772316353907275
M-H_M_H_Ce_n12_n22_l3,0.004650790252840162
M-H_M_H_H_n10_n22_l3,0.004439368981545158
M-H_M_H_O_n12_n23_l2,0.004366279993201959
M-H_M_H_Ce_n11_n23_l2,0.004166694120682345
M-H_M_O_O_n11_n21_l2,0.004099908758650175
M-H_M_H_Ce_n12_n21_l2,0.004032842501667419
M-H_M_H_O_n13_n23_l0,0.003939574801946365
M-H_M_H_H_n12_n23_l2,0.0038497339593562877
M-H_M_H_Ce_n11_n22_l1,0.003821680323780992
M-H_M_H_O_n13_n22_l1,0.0038085884717065756
M-H_M_H_H_n11_n23_l0,0.003796078768622585
M-H_M_H_Ce_n11_n20_l2,0.0037438409299835372
M-H_M_O_O_n11_n22_l2,0.0036618303117035263
M-H_M_O_O_n12_n23_l3,0.003497507372333202
M-H_M_H_Ce_n12_n23_l1,0.003396655366182004
M-H_M_O_O_n10_n21_l2,0.003348400486450916
M-H_M_H_H_n13_n23_l3,0.0032154172956701333
M-H_M_O_O_n12_n22_l2,0.0031701737163301737
M-H_M_O_O_n11_n22_l3,0.0031115161654451163
